,Id_Car,Nombre_Car,Descrip_Car,Estado_Car,Fecha_Vigencia_Car,Modalidad_Car,Jornada_Car
3428,31037dbe-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Revisor y cobrador de los transportes públicos,Sed distinctio quis placeat. Cupiditate inventore modi corporis quisquam. Neque dolores dolor harum.,Activo,1941-02-12,Distancia,En linea
3429,31037e72-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Director de servicios de salud,Eos earum expedita molestias illo itaque aliquam similique. Qui sequi sed culpa.,Activo,1973-01-11,En linea,Intensiva
3430,31037f26-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Técnico en ingeniería mecánica,Odio beatae debitis voluptate placeat. Asperiores laborum perspiciatis quidem exercitationem omnis. Numquam accusamus et possimus quas nesciunt corporis.,Inactivo,1958-02-22,En linea,Vespertina
3431,31037fda-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Entrenador deportivo,Vitae mollitia laborum quisquam. Illo repudiandae ea voluptate delectus iste modi voluptatum. Quia porro vel voluptatibus. Cumque sed quisquam libero.,Activo,1944-09-17,En linea,Vespertina
3432,3103808e-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Empleado de ventanillas de informaciones,Autem nostrum beatae. Corrupti dolorum tenetur recusandae ab. Eligendi corrupti veniam omnis doloremque odit quasi.,Inactivo,1977-03-04,Distancia,En linea
3433,31038142-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Compositor,Dolorem mollitia repellendus sed. Ipsum eveniet suscipit quod provident a. Perspiciatis officia dolorum tenetur voluptatibus deleniti velit.,Inactivo,1966-06-07,Distancia,Matutina
3434,31038200-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Mayordomo doméstico,Dolorum laboriosam adipisci voluptas illum consectetur dolor. Tempore perferendis odit qui quibusdam veniam veniam.,Activo,1978-09-09,En linea,Matutina
3435,310382be-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Profesional de medicina alternativa,Dolorum aperiam provident totam. Nobis praesentium aut similique fuga temporibus dignissimos temporibus.,Inactivo,1953-03-29,Distancia,Vespertina
3436,31038372-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Cuidador de niños,Quos eos expedita debitis beatae excepturi perferendis. Suscipit fugit eos quasi ab alias eos.,Inactivo,1953-03-25,En linea,En linea
3437,31038430-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Joyero,Itaque adipisci reiciendis placeat placeat at eos. Minus exercitationem similique. Nihil nostrum accusamus totam deserunt deserunt.,Inactivo,1969-08-21,Distancia,Intensiva
3438,310384e4-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Operador de telar y otras máquinas tejedoras,Itaque quas culpa reiciendis eos fugiat. Fugiat iusto laborum repudiandae corrupti nesciunt quae. Incidunt itaque molestiae ea. Fuga aliquid aliquid dolorem harum magnam.,Activo,1941-09-30,En linea,En linea
3439,310385a2-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Profesional de nivel medio de servicios estadísticos o matemáticos,Libero eveniet eius ut reprehenderit odit. Commodi debitis nobis odio fugiat cum distinctio quae.,Activo,1973-06-04,Presencial,Vespertina
3440,3103864c-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Trabajador agrícola de subsistencia,Cupiditate totam quasi aut porro ea voluptate. Quam dicta dolor provident deserunt assumenda.,Activo,1950-07-13,Distancia,Matutina
3441,3103870a-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Peluqueros,Voluptates eligendi minus praesentium quas. Ab a iure eum earum a rem. Voluptate eius provident dolores voluptas recusandae.,Activo,1962-09-22,Distancia,En linea
3442,310387be-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Buzo,Modi commodi rerum quia ipsum voluptatem esse. Repudiandae sed molestias quod. Eaque perspiciatis eaque iste consequuntur id.,Inactivo,1969-11-25,Distancia,Vespertina
3443,3103887c-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Vendedor de quioscos y de puestos de mercado,Molestiae labore mollitia aperiam odio nulla facere. Libero porro aliquam dolor qui cum nobis.,Inactivo,1940-07-09,En linea,Matutina
3444,31038930-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Peón de pesca y acuicultura,Reprehenderit quia in iste cum natus. Asperiores doloremque rerum hic ea excepturi. Ipsa similique perferendis eius vero sapiente. Voluptate natus perspiciatis quae.,Activo,1970-11-20,En linea,Matutina
3445,310389da-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Adivinador,Atque voluptatibus suscipit facilis mollitia perferendis ab.,Activo,1976-08-11,Presencial,En linea
3446,31038a7a-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Técnico en ciencias físicas y químicas,Voluptates debitis maiores recusandae optio aliquid. Debitis dicta nemo minima autem eius.,Activo,1949-03-30,Presencial,Intensiva
3447,31038bc4-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Empleado de biblioteca,Labore doloremque at similique dignissimos voluptatibus commodi odit. Exercitationem ipsum quibusdam enim ipsa. Dolorum exercitationem ipsum magnam.,Activo,1946-10-07,En linea,En linea
3448,31038c96-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Secretario médicos,Iusto voluptate distinctio unde architecto. Temporibus dolorum a.,Inactivo,1959-09-28,En linea,Vespertina
3449,31038d4a-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Empalmador de cables,Consequatur at temporibus. Molestiae dolore nam iste incidunt. Natus maxime possimus quidem numquam quia consequatur.,Inactivo,1948-02-08,Distancia,Vespertina
3450,31038dfe-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Empleado de ventanillas de informaciones,Vero nulla repellat cum excepturi corporis minima. Repellat dicta pariatur.,Inactivo,1973-04-16,Distancia,Vespertina
3451,31038ea8-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Laminador de vidrio,Praesentium ea tenetur maiores quod aliquid. Ut deleniti quaerat fugiat possimus doloribus dolorem.,Activo,1963-06-06,En linea,Intensiva
3452,31038f48-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Especialista en métodos pedagógicos,Quasi illo rem earum fuga nihil adipisci. Sit suscipit magnam voluptas architecto repellendus assumenda dolor.,Activo,1952-05-27,Distancia,Intensiva
3453,31038ff2-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Asistente fisioterapeuta,Minus tempora asperiores dolores. Alias neque atque recusandae quaerat ad sit. Aut nulla odio occaecati hic.,Activo,1951-10-03,Distancia,Intensiva
3454,3103909c-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Adivinador,Expedita vitae explicabo iure maiores reprehenderit. Esse perferendis harum impedit.,Activo,1944-02-04,Distancia,Vespertina
3455,3103913c-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Auxiliar laico de las religión,Ullam consequatur ipsum sequi adipisci temporibus totam.,Activo,1968-01-12,Distancia,Matutina
3456,310391e6-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Empleado de servicios de transporte,Ipsa porro sunt cupiditate mollitia iste. Temporibus illo doloremque ipsum expedita molestias recusandae. Incidunt iure earum aliquid.,Inactivo,1952-01-19,Presencial,En linea
3457,31039290-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Peón de la construcción de edificios,Nam ipsum eius tempora. Officia temporibus soluta earum eos architecto. Quas in molestias deserunt. Illum totam laborum quaerat voluptas.,Inactivo,1943-02-26,En linea,En linea
3458,31039344-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Gerente general,Natus explicabo delectus assumenda. Eaque quae officiis eius cupiditate.,Inactivo,1977-01-31,En linea,Matutina
3459,310393e4-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Operario de la elaboración de productos lácteos,Totam libero error placeat aliquid facilis voluptates. Sed eveniet odio vitae odit molestias.,Activo,1950-03-25,Distancia,En linea
3460,3103948e-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Curador de museos,Similique enim dolore debitis placeat rerum. Libero vitae dignissimos id illo optio corporis recusandae.,Activo,1962-03-20,En linea,En linea
3461,3103952e-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Minero,Hic temporibus eum accusantium dolorem ea. Qui harum quo id doloremque fugit. Velit earum corrupti ipsa quibusdam autem consequuntur.,Activo,1979-10-16,Distancia,Intensiva
3462,310395d8-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Focumentalista,Sint ducimus occaecati. Soluta similique at eligendi aliquid amet perferendis. Pariatur ullam eum neque deleniti. Facere consequuntur labore sit cupiditate delectus mollitia.,Activo,1964-11-07,Distancia,Intensiva
3463,31039682-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Delineante,Voluptatum vitae reprehenderit illo. Consectetur tempore magni cumque fugiat aliquid.,Inactivo,1945-04-23,Distancia,En linea
3464,3103972c-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Diseñador de prendas,Consequuntur itaque et saepe in reiciendis. Enim perferendis aspernatur tempore doloremque consequuntur ipsum. Quisquam ea tempora nisi voluptas.,Inactivo,1948-11-25,En linea,Intensiva
3465,310397e0-74f4-11ed-9ec6-0242ac1c000c,"Tecnología en Gerente de sucursales de bancos, de servicios financieros y de seguros",Quod ullam doloribus corrupti magni adipisci. At at rerum ducimus consequuntur ad totam.,Inactivo,1966-11-12,En linea,Vespertina
3466,31039894-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Director de producción de piscicultura y pesca,Ipsam voluptatem veniam sunt aliquid eos corporis. Alias voluptates quisquam saepe excepturi.,Inactivo,1972-12-25,Presencial,En linea
3467,31039948-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Químico,Reprehenderit veritatis vitae illum ab expedita similique. Accusantium repudiandae nihil natus praesentium ad rerum. Rerum aliquam velit hic iusto voluptates nihil.,Inactivo,1956-05-28,Presencial,En linea
3468,310399f2-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Secretario médicos,Veniam quam delectus hic. Expedita labore suscipit non vero modi.,Activo,1947-02-15,En linea,Vespertina
3469,31039a9c-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Técnico en ciencias físicas y químicas,Iure laborum laudantium fugit eius. Ipsa vel dolorem.,Activo,1962-02-20,Presencial,En linea
3470,31039b5a-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Empleado de servicios de transporte,Perspiciatis ipsum iusto voluptates illo qui. Distinctio autem maxime esse fugiat magni. Asperiores consequatur explicabo omnis qui perferendis perferendis odio. Odit odit aliquam officiis harum.,Inactivo,1940-06-14,Distancia,Vespertina
3471,31039bfa-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Telefonista,Tempore necessitatibus aspernatur ea natus voluptas nulla. Alias dolore quasi similique perspiciatis omnis. Mollitia recusandae molestias sint.,Activo,1949-07-14,Distancia,En linea
3472,31039c9a-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Audiólogo,Doloremque maxime facere. Possimus debitis maiores excepturi sit corrupti.,Inactivo,1964-08-07,En linea,En linea
3473,31039d44-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Locutor de televisión,Iste fuga alias natus.,Inactivo,1948-06-10,Presencial,Vespertina
3474,31039de4-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Profesional de nivel medio de partería,Corporis a voluptate veniam numquam fugit. Unde nihil deserunt quasi adipisci nostrum.,Activo,1945-03-22,En linea,Intensiva
3475,31039ea2-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Trabajador pecuario de subsistencia,Dignissimos ullam natus ea reprehenderit iste quae modi. Dicta culpa dolorum similique in.,Inactivo,1959-01-29,Distancia,En linea
3476,31039f56-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Asistente veterinario,Minus alias veniam iste libero ipsa. Est excepturi corporis assumenda autem quisquam.,Activo,1971-05-20,Distancia,Vespertina
3477,3103a00a-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Oficinista general,Impedit vel culpa alias consequuntur eveniet. Nulla blanditiis repellendus tempore reprehenderit saepe.,Inactivo,1966-07-08,Distancia,En linea
3478,3103a118-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Dinamitero,Eius aliquam dolore vero. Distinctio dolor pariatur itaque.,Inactivo,1966-11-03,En linea,Intensiva
3479,3103a1cc-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Minero,Alias reprehenderit architecto saepe inventore. Libero dolorum a dolorem doloribus recusandae.,Activo,1972-06-08,En linea,Matutina
3480,3103a276-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Reponedor de estanterías,Pariatur magnam dolore labore sit. Delectus commodi reiciendis laboriosam.,Inactivo,1945-10-27,Distancia,Matutina
3481,3103a320-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Trabajador de explotaciones de acuicultura,Magnam ab molestiae enim veniam rerum iure molestias. Fugit voluptatum quidem natus aspernatur magnam id. Veritatis dicta blanditiis deserunt deleniti illum quisquam. Provident incidunt excepturi labore repellat atque ea.,Activo,1976-12-15,Presencial,Matutina
3482,3103a3d4-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Profesional de partería,Cum enim itaque explicabo quasi veritatis vitae. Maxime quas debitis laboriosam voluptatem suscipit quidem.,Activo,1968-06-01,Distancia,En linea
3483,3103a47e-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Clasificador de desechos,Quidem tempora praesentium consequatur rem impedit nisi. Totam impedit id error. Laboriosam qui corporis veritatis facilis.,Inactivo,1945-07-30,En linea,Vespertina
3484,3103a528-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Sombrerero,Corrupti unde vero animi quibusdam. Pariatur optio ab nobis iure ex architecto nihil.,Activo,1953-03-27,En linea,En linea
3485,3103a5dc-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Minero,Doloremque eius numquam perspiciatis molestias temporibus. Impedit quaerat doloremque quisquam.,Inactivo,1951-10-30,Presencial,Vespertina
3486,3103a686-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Maquinista de locomotoras,Non architecto odio voluptatibus. Odit soluta quis.,Activo,1954-04-11,Distancia,Intensiva
3487,3103a73a-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Jefe de pequeñas poblaciones,Aperiam porro illum necessitatibus provident. Dolores beatae iusto nam explicabo rem. Distinctio provident perspiciatis blanditiis in ducimus veritatis autem. Illo dicta dolorum qui assumenda nesciunt consectetur.,Activo,1952-04-27,En linea,Matutina
3488,3103a7da-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Ensamblador de equipos eléctricos,Harum accusantium libero blanditiis. Numquam officiis qui illum sapiente. Voluptates inventore minima.,Activo,1957-11-18,En linea,Vespertina
3489,3103a88e-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Recolector de dinero en aparatos de venta automática y lector de medidores,Et necessitatibus veritatis ea excepturi. Debitis eaque iure dolore non quam. Tempora veniam delectus esse quaerat voluptatem.,Activo,1957-09-01,Presencial,Intensiva
3490,3103b0e0-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Ingeniero químico,Blanditiis autem consequatur dicta odit. Sit ipsam explicabo veniam deserunt reprehenderit.,Activo,1979-12-22,Presencial,En linea
3491,3103b1ee-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Tronzador,Quod veritatis architecto magni. Natus laborum vero eaque sit quaerat animi. Facere voluptate in blanditiis omnis sunt.,Activo,1961-11-24,En linea,Matutina
3492,3103b6ee-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Reponedor de estanterías,Ipsa corporis corporis officia eligendi laboriosam et. Dolorum quis sit quidem natus rerum id. Cum harum non saepe provident.,Activo,1969-02-23,Distancia,Vespertina
3493,3103b7d4-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Regulador y operador de máquinas de labrar madera,Facilis mollitia quo esse perferendis tempore corporis. Vero nulla harum labore eaque voluptatum voluptatibus. A vero cumque perferendis iure cupiditate corrupti.,Inactivo,1958-03-11,Distancia,Vespertina
3494,3103b87e-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Vendedor ambulantes (excluyendo de comida),Fugit aliquid eligendi pariatur officia quisquam perspiciatis. Consequatur harum ab nihil rem beatae iure. Officiis odit eum tempore.,Inactivo,1944-09-27,En linea,En linea
3495,3103b928-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Agente de maniobras,Est tempora temporibus nesciunt harum. Beatae repellendus autem nostrum. Eaque pariatur numquam maiores quae natus.,Activo,1947-08-01,Distancia,Intensiva
3496,3103b9dc-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Operario del tratamiento de la madera,Incidunt optio at eius. Commodi dolorem autem possimus blanditiis adipisci. Soluta laboriosam officiis distinctio ratione et.,Inactivo,1967-07-22,Distancia,Intensiva
3497,3103ba86-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Albañil,Fugiat cum error maxime nemo.,Activo,1969-02-25,Presencial,En linea
3498,3103bb30-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Técnico en química industrial,Minima possimus corrupti ducimus sit eum voluptate esse. Laboriosam facere quo commodi.,Activo,1952-11-01,En linea,Intensiva
3499,3103bbda-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Zoólogo,Repudiandae similique mollitia minus.,Inactivo,1945-11-13,Presencial,Vespertina
3500,3103bc84-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Técnico en asistencia al usuario de tecnología de la información y las comunicaciones,Porro dicta nostrum magni magni iusto tempore. Numquam voluptatum laborum quos. Autem dolore fugiat repudiandae.,Activo,1954-04-21,En linea,Intensiva
3501,3103bd24-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Trabajador agropecuario de subsistencia,Numquam non velit libero laboriosam rem debitis porro. Quidem iste earum soluta natus accusantium.,Activo,1959-07-12,Presencial,Intensiva
3502,3103bdce-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Cantante,Vitae quia molestiae omnis ipsam. Ullam cumque aspernatur error error quisquam ea. Minima accusamus reprehenderit consectetur numquam blanditiis sint.,Inactivo,1948-04-22,Presencial,Matutina
3503,3103be6e-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Guardián de prisión,Eum praesentium reiciendis. Blanditiis temporibus exercitationem magnam libero.,Activo,1940-01-28,En linea,Intensiva
3504,3103bf18-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Técnico en operaciones de tecnología de la información y las comunicaciones,Reprehenderit magni soluta eius odio fuga. Vel harum aperiam.,Activo,1941-11-20,Distancia,En linea
3505,3103bfc2-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Tipógrafo,Pariatur perspiciatis ipsum. Voluptatibus rerum est autem.,Inactivo,1946-05-18,Presencial,Vespertina
3506,3103c062-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Fontanero,Sed delectus totam aspernatur esse dicta esse. Dolor veritatis modi error exercitationem aperiam facere. Aliquid non ab incidunt unde odio. Cum illum magni voluptatibus.,Activo,1978-12-21,Presencial,Intensiva
3507,3103c0f8-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Revisor y cobrador de los transportes públicos,Ex aut culpa veniam atque facilis tempore. Quaerat pariatur amet illo dignissimos. Voluptatem reiciendis aperiam reprehenderit illum.,Activo,1976-06-01,Presencial,Matutina
3508,3103c1ac-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Carpintero,Dignissimos deserunt consequatur aut. Officiis rem sint ducimus temporibus ad. Dolore expedita asperiores officia necessitatibus adipisci.,Inactivo,1951-02-27,Distancia,En linea
3509,3103c24c-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Empleado de ventanillas de informaciones,Pariatur voluptatem ducimus ab. Ab atque quis temporibus illum sapiente.,Activo,1965-01-04,Distancia,En linea
3510,3103c2ec-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Maquinista de locomotoras,Aperiam corrupti qui excepturi fuga velit neque. Enim excepturi numquam praesentium ex culpa eum. Voluptates accusamus neque velit dignissimos. Ab nesciunt earum consequuntur incidunt rem.,Inactivo,1976-08-09,Distancia,Matutina
3511,3103c382-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Conductor de vehículos accionados a pedal o a brazo,Unde inventore totam dolores repellendus laudantium repudiandae. Suscipit veniam veritatis aliquam velit. Corrupti exercitationem aperiam assumenda. Sequi magnam quis.,Activo,1961-11-06,Presencial,Matutina
3512,3103c436-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Inspector de policía,Architecto accusamus veniam explicabo quaerat molestiae.,Activo,1962-07-31,Distancia,Matutina
3513,3103c4ea-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Analista financiero,Culpa quos explicabo sint. Repellendus aperiam blanditiis sequi minima.,Inactivo,1957-10-23,Distancia,Vespertina
3514,3103c58a-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Chef,Dolorem consequuntur vitae repellendus nam adipisci dignissimos. Voluptate aspernatur laborum dolore.,Activo,1956-08-13,Presencial,En linea
3515,3103c63e-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Cantante,Exercitationem voluptatem numquam illo mollitia veniam natus. Distinctio temporibus beatae molestias.,Inactivo,1962-11-05,Distancia,En linea
3516,3103c6e8-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Botánico,Illum veritatis alias inventore eum. Provident fugiat sapiente aliquid quae.,Activo,1973-05-25,En linea,Vespertina
3517,3103c800-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Asistente de venta,Blanditiis sint delectus praesentium odit ex. Officiis voluptates reiciendis quam. Sapiente aliquid saepe et sequi.,Inactivo,1977-03-17,Presencial,En linea
3518,3103c8c8-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Controlador de tráfico aéreo,Magnam dolorum quam quaerat quisquam. Iure quia impedit possimus velit culpa. Atque ipsam ipsum omnis beatae.,Inactivo,1965-06-24,En linea,Intensiva
3519,3103c97c-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Zapatero,Doloremque laborum animi accusantium aliquid id. Quod rerum amet neque.,Inactivo,1966-04-20,Presencial,En linea
3520,3103ca30-74f4-11ed-9ec6-0242ac1c000c,"Licenciatura en Operario de la conservación de frutas, legumbres y verduras",Exercitationem corrupti veritatis labore ad velit necessitatibus. Dicta delectus odit esse. Quo perferendis et unde animi.,Activo,1975-09-04,Presencial,Vespertina
3521,3103cae4-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Catador de alimentos y bebidas,Officia aspernatur praesentium excepturi blanditiis nam minima. Fuga voluptates eveniet iste. Perspiciatis necessitatibus accusantium velit veritatis aut. Unde porro nulla dolorem aliquid ea perspiciatis.,Inactivo,1946-07-29,En linea,Vespertina
3522,3103cb98-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Peón de pesca y acuicultura,Pariatur aliquam quidem blanditiis soluta. Reprehenderit sint dolorem amet ad.,Activo,1942-05-23,En linea,Vespertina
3523,3103cc56-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Ingeniero de minas,Fuga eos nostrum sint tenetur ab. Ducimus molestias minus cum quidem. Cupiditate rerum dolore nobis eveniet.,Inactivo,1940-07-21,Presencial,Vespertina
3524,3103cd14-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Secretario administrativo,Cumque doloribus velit sequi consectetur accusamus voluptatum. Aliquid praesentium soluta aperiam corporis voluptas hic ut. Qui porro quaerat pariatur et pariatur. Dolore minus cupiditate voluptatibus suscipit sit repudiandae.,Activo,1968-03-15,Presencial,En linea
3525,3103cdc8-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Profesional de enfermería,Facere consequuntur aliquam minus cupiditate consectetur at optio. Totam repudiandae quia molestiae. Asperiores sequi non a.,Inactivo,1958-04-01,En linea,Intensiva
3526,3103ce86-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Agente de bolsa,Id ipsa corporis ullam quis.,Inactivo,1952-10-01,En linea,Matutina
3527,3103cf3a-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Modelador de vidrio,Explicabo fuga nam labore enim occaecati id.,Activo,1952-08-13,Distancia,Matutina
3528,3103cff8-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Director de servicios de bienestar social,Facilis iusto beatae accusantium nulla. Nesciunt vel eaque delectus. Explicabo error temporibus rem delectus.,Inactivo,1973-05-19,Distancia,Intensiva
3529,3103d0ac-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Director de producción de piscicultura y pesca,Sint soluta accusantium voluptatibus nostrum et odio. Veniam minima expedita. Earum tenetur earum voluptatibus minus laboriosam et.,Activo,1956-11-06,En linea,Matutina
3530,3103d160-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Peón de minas y canteras,Odio quibusdam qui illum cumque. Harum voluptatibus ut pariatur quasi aliquam voluptates.,Activo,1946-02-20,Distancia,Vespertina
3531,3103d214-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Clasificador de productos,Officia quas dolores iusto. Quos aliquid numquam voluptatibus ex architecto excepturi. Maiores qui fuga ipsum cum.,Inactivo,1953-04-16,En linea,En linea
3532,3103d2be-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Grabador de piedra,Quos laudantium tempore ab consequatur hic doloribus. Nulla itaque facere dolores.,Activo,1960-04-18,Presencial,Vespertina
3533,3103d37c-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Profesor de formación profesional,Accusamus impedit quia perferendis. Enim excepturi libero fuga sunt. Voluptas nam occaecati ducimus eos officia illo consequuntur.,Activo,1956-12-20,En linea,En linea
3534,3103d430-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Ayudante de ambulancia,Recusandae numquam error ipsam excepturi voluptas blanditiis sit.,Inactivo,1953-04-15,En linea,Intensiva
3535,3103d4e4-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Representante comercial,Eligendi iste quasi corrupti. Est excepturi iusto asperiores porro eum dolore. Ullam rem explicabo laborum.,Activo,1975-04-28,Presencial,Intensiva
3536,3103d598-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Profesional religioso,Beatae nulla sint ullam qui quae. Ex possimus maxime culpa enim reiciendis quia. Sapiente nihil deleniti.,Activo,1968-08-27,Distancia,En linea
3537,3103d660-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Limpiador de fachadas,Fuga repudiandae molestiae facere iste porro velit. Cum dignissimos animi rem consectetur. Modi est non officiis illo error sint. Sunt doloremque exercitationem doloribus quo fuga incidunt.,Inactivo,1965-08-22,En linea,Vespertina
3538,3103d71e-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Cocinero de comidas rápidas,Quidem iste at esse enim. Inventore corporis corporis fugit.,Activo,1974-07-15,Distancia,Matutina
3539,3103d7d2-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Urbanistas e ingenieros de tránsito,Similique reiciendis consequuntur sit sunt. Quisquam voluptas iure ad quibusdam eum. Eveniet dolorem blanditiis corporis aliquam ab. Excepturi dolore corporis minus eligendi.,Inactivo,1945-12-25,Presencial,En linea
3540,3103d89a-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Técnico en seguridad aeronáutica,Unde veniam optio. Molestiae tempore nobis ipsa corrupti rem. Magni consectetur beatae eveniet numquam.,Inactivo,1967-08-22,Distancia,Vespertina
3541,3103d9ee-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Mecánico y reparador en electrónica,Autem repellat ipsum quos temporibus unde qui assumenda. Sit adipisci non quia. Eligendi aliquam beatae nam ipsam quidem fugiat voluptas. Est exercitationem vel tenetur dicta nulla harum.,Activo,1972-11-04,En linea,Matutina
3542,3103dade-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Antropólogo,Maxime occaecati quam illum.,Activo,1975-06-07,En linea,Intensiva
